Province_State,Country_Region,Date,ConfirmedCases,Fatalities
,Afghanistan,2020-03-13,7.0,0.0
,Afghanistan,2020-03-14,11.0,0.0
,Afghanistan,2020-03-15,16.0,0.0
,Afghanistan,2020-03-16,21.0,0.0
,Afghanistan,2020-03-17,22.0,0.0
,Afghanistan,2020-03-18,22.0,0.0
,Afghanistan,2020-03-19,22.0,0.0
,Afghanistan,2020-03-20,24.0,0.0
,Afghanistan,2020-03-21,24.0,0.0
,Afghanistan,2020-03-22,40.0,1.0
,Afghanistan,2020-03-23,40.0,1.0
,Afghanistan,2020-03-24,74.0,1.0
,Afghanistan,2020-03-25,84.0,2.0
,Afghanistan,2020-03-26,94.0,4.0
,Afghanistan,2020-03-27,110.0,4.0
,Afghanistan,2020-03-28,110.0,4.0
,Afghanistan,2020-03-29,120.0,4.0
,Afghanistan,2020-03-30,170.0,4.0
,Afghanistan,2020-03-31,174.0,4.0
,Afghanistan,2020-04-01,237.0,4.0
,Afghanistan,2020-04-02,273.0,6.0
,Afghanistan,2020-04-03,281.0,6.0
,Afghanistan,2020-04-04,299.0,7.0
,Afghanistan,2020-04-05,349.0,7.0
,Afghanistan,2020-04-06,367.0,11.0
,Afghanistan,2020-04-07,423.0,14.0
,Afghanistan,2020-04-08,444.0,14.0
,Afghanistan,2020-04-09,484.0,15.0
,Afghanistan,2020-04-10,521.0,15.0
,Afghanistan,2020-04-11,555.0,18.0
,Afghanistan,2020-04-12,607.0,18.0
,Afghanistan,2020-04-13,665.0,21.0
,Afghanistan,2020-04-14,714.0,23.0
,Afghanistan,2020-04-15,784.0,25.0
,Afghanistan,2020-04-16,840.0,30.0
,Afghanistan,2020-04-17,906.0,30.0
,Afghanistan,2020-04-18,933.0,30.0
,Afghanistan,2020-04-19,996.0,33.0
,Afghanistan,2020-04-20,1026.0,36.0
,Afghanistan,2020-04-21,1092.0,36.0
,Afghanistan,2020-04-22,1176.0,40.0
,Afghanistan,2020-04-23,1279.0,42.0
,Afghanistan,2020-04-24,1351.0,43.0
,Afghanistan,2020-04-25,1463.0,47.0
,Afghanistan,2020-04-26,1531.0,50.0
,Afghanistan,2020-04-27,1703.0,57.0
,Afghanistan,2020-04-28,1828.0,58.0
,Afghanistan,2020-04-29,1939.0,60.0
,Afghanistan,2020-04-30,2171.0,64.0
,Afghanistan,2020-05-01,2335.0,68.0
,Afghanistan,2020-05-02,2469.0,72.0
,Afghanistan,2020-05-03,2704.0,85.0
,Afghanistan,2020-05-04,2894.0,90.0
,Afghanistan,2020-05-05,3224.0,95.0
,Albania,2020-01-22,0.0,0.0
,Albania,2020-01-23,0.0,0.0
,Albania,2020-01-24,0.0,0.0
,Albania,2020-01-25,0.0,0.0
,Albania,2020-01-26,0.0,0.0
,Albania,2020-01-27,0.0,0.0
,Albania,2020-01-28,0.0,0.0
,Albania,2020-01-29,0.0,0.0
,Albania,2020-01-30,0.0,0.0
,Albania,2020-01-31,0.0,0.0
,Albania,2020-02-01,0.0,0.0
,Albania,2020-02-02,0.0,0.0
,Albania,2020-02-03,0.0,0.0
,Albania,2020-02-04,0.0,0.0
,Albania,2020-02-05,0.0,0.0
,Albania,2020-02-06,0.0,0.0
,Albania,2020-02-07,0.0,0.0
,Albania,2020-02-08,0.0,0.0
,Albania,2020-02-09,0.0,0.0
,Albania,2020-02-10,0.0,0.0
,Albania,2020-02-11,0.0,0.0
,Albania,2020-02-12,0.0,0.0
,Albania,2020-02-13,0.0,0.0
,Albania,2020-02-14,0.0,0.0
,Albania,2020-02-15,0.0,0.0
,Albania,2020-02-16,0.0,0.0
,Albania,2020-02-17,0.0,0.0
,Albania,2020-02-18,0.0,0.0
,Albania,2020-02-19,0.0,0.0
,Albania,2020-02-20,0.0,0.0
,Albania,2020-02-21,0.0,0.0
,Albania,2020-02-22,0.0,0.0
,Albania,2020-02-23,0.0,0.0
,Albania,2020-02-24,0.0,0.0
,Albania,2020-02-25,0.0,0.0
,Albania,2020-02-26,0.0,0.0
,Albania,2020-02-27,0.0,0.0
,Albania,2020-02-28,0.0,0.0
,Albania,2020-02-29,0.0,0.0
,Albania,2020-03-01,0.0,0.0
,Albania,2020-03-02,0.0,0.0
,Albania,2020-03-03,0.0,0.0
,Albania,2020-03-04,0.0,0.0
,Albania,2020-03-05,0.0,0.0
,Albania,2020-03-06,0.0,0.0
,Albania,2020-03-07,0.0,0.0
,Albania,2020-03-08,0.0,0.0
,Albania,2020-03-09,2.0,0.0
,Albania,2020-03-10,10.0,0.0
,Albania,2020-03-11,12.0,1.0
,Albania,2020-03-12,23.0,1.0
,Albania,2020-03-13,33.0,1.0
,Albania,2020-03-14,38.0,1.0
,Albania,2020-03-15,42.0,1.0
,Albania,2020-03-16,51.0,1.0
,Albania,2020-03-17,55.0,1.0
,Albania,2020-03-18,59.0,2.0
,Albania,2020-03-19,64.0,2.0
,Albania,2020-03-20,70.0,2.0
,Albania,2020-03-21,76.0,2.0
,Albania,2020-03-22,89.0,2.0
,Albania,2020-03-23,104.0,4.0
,Albania,2020-03-24,123.0,5.0
,Albania,2020-03-25,146.0,5.0
,Albania,2020-03-26,174.0,6.0
,Albania,2020-03-27,186.0,8.0
,Albania,2020-03-28,197.0,10.0
,Albania,2020-03-29,212.0,10.0
,Albania,2020-03-30,223.0,11.0
,Albania,2020-03-31,243.0,15.0
,Albania,2020-04-01,259.0,15.0
,Albania,2020-04-02,277.0,16.0
,Albania,2020-04-03,304.0,17.0
,Albania,2020-04-04,333.0,20.0
,Albania,2020-04-05,361.0,20.0
,Albania,2020-04-06,377.0,21.0
,Albania,2020-04-07,383.0,22.0
,Albania,2020-04-08,400.0,22.0
,Albania,2020-04-09,409.0,23.0
,Albania,2020-04-10,416.0,23.0
,Albania,2020-04-11,433.0,23.0
,Albania,2020-04-12,446.0,23.0
,Albania,2020-04-13,467.0,23.0
,Albania,2020-04-14,475.0,24.0
,Albania,2020-04-15,494.0,25.0
,Albania,2020-04-16,518.0,26.0
,Albania,2020-04-17,539.0,26.0
,Albania,2020-04-18,548.0,26.0
,Albania,2020-04-19,562.0,26.0
,Albania,2020-04-20,584.0,26.0
,Albania,2020-04-21,609.0,26.0
,Albania,2020-04-22,634.0,27.0
,Albania,2020-04-23,663.0,27.0
,Albania,2020-04-24,678.0,27.0
,Albania,2020-04-25,712.0,27.0
,Albania,2020-04-26,726.0,28.0
,Albania,2020-04-27,736.0,28.0
,Albania,2020-04-28,750.0,30.0
,Albania,2020-04-29,766.0,30.0
,Albania,2020-04-30,773.0,31.0
,Albania,2020-05-01,782.0,31.0
,Albania,2020-05-02,789.0,31.0
,Albania,2020-05-03,795.0,31.0
,Albania,2020-05-04,803.0,31.0
,Albania,2020-05-05,820.0,31.0
,Algeria,2020-01-22,0.0,0.0
,Algeria,2020-01-23,0.0,0.0
,Algeria,2020-01-24,0.0,0.0
,Algeria,2020-01-25,0.0,0.0
,Algeria,2020-01-26,0.0,0.0
,Algeria,2020-01-27,0.0,0.0
,Algeria,2020-01-28,0.0,0.0
,Algeria,2020-01-29,0.0,0.0
,Algeria,2020-01-30,0.0,0.0
,Algeria,2020-01-31,0.0,0.0
,Algeria,2020-02-01,0.0,0.0
,Algeria,2020-02-02,0.0,0.0
,Algeria,2020-02-03,0.0,0.0
,Algeria,2020-02-04,0.0,0.0
,Algeria,2020-02-05,0.0,0.0
,Algeria,2020-02-06,0.0,0.0
,Algeria,2020-02-07,0.0,0.0
,Algeria,2020-02-08,0.0,0.0
,Algeria,2020-02-09,0.0,0.0
,Algeria,2020-02-10,0.0,0.0
,Algeria,2020-02-11,0.0,0.0
,Algeria,2020-02-12,0.0,0.0
,Algeria,2020-02-13,0.0,0.0
,Algeria,2020-02-14,0.0,0.0
,Algeria,2020-02-15,0.0,0.0
,Algeria,2020-02-16,0.0,0.0
,Algeria,2020-02-17,0.0,0.0
,Algeria,2020-02-18,0.0,0.0
,Algeria,2020-02-19,0.0,0.0
,Algeria,2020-02-20,0.0,0.0
,Algeria,2020-02-21,0.0,0.0
,Algeria,2020-02-22,0.0,0.0
,Algeria,2020-02-23,0.0,0.0
,Algeria,2020-02-24,0.0,0.0
,Algeria,2020-02-25,1.0,0.0
,Algeria,2020-02-26,1.0,0.0
,Algeria,2020-02-27,1.0,0.0
,Algeria,2020-02-28,1.0,0.0
,Algeria,2020-02-29,1.0,0.0
,Algeria,2020-03-01,1.0,0.0
,Algeria,2020-03-02,3.0,0.0
,Algeria,2020-03-03,5.0,0.0
,Algeria,2020-03-04,12.0,0.0
,Algeria,2020-03-05,12.0,0.0
,Algeria,2020-03-06,17.0,0.0
,Algeria,2020-03-07,17.0,0.0
,Algeria,2020-03-08,19.0,0.0
,Algeria,2020-03-09,20.0,0.0
,Algeria,2020-03-10,20.0,0.0
,Algeria,2020-03-11,20.0,0.0
,Algeria,2020-03-12,24.0,1.0
,Algeria,2020-03-13,26.0,2.0
,Algeria,2020-03-14,37.0,3.0
,Algeria,2020-03-15,48.0,4.0
,Algeria,2020-03-16,54.0,4.0
,Algeria,2020-03-17,60.0,4.0
,Algeria,2020-03-18,74.0,7.0
,Algeria,2020-03-19,87.0,9.0
,Algeria,2020-03-20,90.0,11.0
,Algeria,2020-03-21,139.0,15.0
,Algeria,2020-03-22,201.0,17.0
,Algeria,2020-03-23,230.0,17.0
,Algeria,2020-03-24,264.0,19.0
,Algeria,2020-03-25,302.0,21.0
,Algeria,2020-03-26,367.0,25.0
,Algeria,2020-03-27,409.0,26.0
,Algeria,2020-03-28,454.0,29.0
,Algeria,2020-03-29,511.0,31.0
,Algeria,2020-03-30,584.0,35.0
,Algeria,2020-03-31,716.0,44.0
,Algeria,2020-04-01,847.0,58.0
,Algeria,2020-04-02,986.0,86.0
,Algeria,2020-04-03,1171.0,105.0
,Algeria,2020-04-04,1251.0,130.0
,Algeria,2020-04-05,1320.0,152.0
,Algeria,2020-04-06,1423.0,173.0
,Algeria,2020-04-07,1468.0,193.0
,Algeria,2020-04-08,1572.0,205.0
,Algeria,2020-04-09,1666.0,235.0
,Algeria,2020-04-10,1761.0,256.0
,Algeria,2020-04-11,1825.0,275.0
,Algeria,2020-04-12,1914.0,293.0
,Algeria,2020-04-13,1983.0,313.0
,Algeria,2020-04-14,2070.0,326.0
,Algeria,2020-04-15,2160.0,336.0
,Algeria,2020-04-16,2268.0,348.0
,Algeria,2020-04-17,2418.0,364.0
,Algeria,2020-04-18,2534.0,367.0
,Algeria,2020-04-19,2629.0,375.0
,Algeria,2020-04-20,2718.0,384.0
,Algeria,2020-04-21,2811.0,392.0
,Algeria,2020-04-22,2910.0,402.0
,Algeria,2020-04-23,3007.0,407.0
,Algeria,2020-04-24,3127.0,415.0
,Algeria,2020-04-25,3256.0,419.0
,Algeria,2020-04-26,3382.0,425.0
,Algeria,2020-04-27,3517.0,432.0
,Algeria,2020-04-28,3649.0,437.0
,Algeria,2020-04-29,3848.0,444.0
,Algeria,2020-04-30,4006.0,450.0
,Algeria,2020-05-01,4154.0,453.0
,Algeria,2020-05-02,4295.0,459.0
,Algeria,2020-05-03,4474.0,463.0
,Algeria,2020-05-04,4648.0,465.0
,Algeria,2020-05-05,4838.0,470.0
,Andorra,2020-01-22,0.0,0.0
,Andorra,2020-01-23,0.0,0.0
,Andorra,2020-01-24,0.0,0.0
,Andorra,2020-01-25,0.0,0.0
,Andorra,2020-01-26,0.0,0.0
,Andorra,2020-01-27,0.0,0.0
,Andorra,2020-01-28,0.0,0.0
,Andorra,2020-01-29,0.0,0.0
,Andorra,2020-01-30,0.0,0.0
,Andorra,2020-01-31,0.0,0.0
,Andorra,2020-02-01,0.0,0.0
,Andorra,2020-02-02,0.0,0.0
,Andorra,2020-02-03,0.0,0.0
,Andorra,2020-02-04,0.0,0.0
,Andorra,2020-02-05,0.0,0.0
,Andorra,2020-02-06,0.0,0.0
,Andorra,2020-02-07,0.0,0.0
,Andorra,2020-02-08,0.0,0.0
,Andorra,2020-02-09,0.0,0.0
,Andorra,2020-02-10,0.0,0.0
,Andorra,2020-02-11,0.0,0.0
,Andorra,2020-02-12,0.0,0.0
,Andorra,2020-02-13,0.0,0.0
,Andorra,2020-02-14,0.0,0.0
,Andorra,2020-02-15,0.0,0.0
,Andorra,2020-02-16,0.0,0.0
,Andorra,2020-02-17,0.0,0.0
,Andorra,2020-02-18,0.0,0.0
,Andorra,2020-02-19,0.0,0.0
,Andorra,2020-02-20,0.0,0.0
,Andorra,2020-02-21,0.0,0.0
,Andorra,2020-02-22,0.0,0.0
,Andorra,2020-02-23,0.0,0.0
,Andorra,2020-02-24,0.0,0.0
,Andorra,2020-02-25,0.0,0.0
,Andorra,2020-02-26,0.0,0.0
,Andorra,2020-02-27,0.0,0.0
,Andorra,2020-02-28,0.0,0.0
,Andorra,2020-02-29,0.0,0.0
,Andorra,2020-03-01,0.0,0.0
,Andorra,2020-03-02,1.0,0.0
,Andorra,2020-03-03,1.0,0.0
,Andorra,2020-03-04,1.0,0.0
,Andorra,2020-03-05,1.0,0.0
,Andorra,2020-03-06,1.0,0.0
,Andorra,2020-03-07,1.0,0.0
,Andorra,2020-03-08,1.0,0.0
,Andorra,2020-03-09,1.0,0.0
,Andorra,2020-03-10,1.0,0.0
,Andorra,2020-03-11,1.0,0.0
,Andorra,2020-03-12,1.0,0.0
,Andorra,2020-03-13,1.0,0.0
,Andorra,2020-03-14,1.0,0.0
,Andorra,2020-03-15,1.0,0.0
,Andorra,2020-03-16,2.0,0.0
,Andorra,2020-03-17,39.0,0.0
,Andorra,2020-03-18,39.0,0.0
,Andorra,2020-03-19,53.0,0.0
,Andorra,2020-03-20,75.0,0.0
,Andorra,2020-03-21,88.0,0.0
,Andorra,2020-03-22,113.0,1.0
,Andorra,2020-03-23,133.0,1.0
,Andorra,2020-03-24,164.0,1.0
,Andorra,2020-03-25,188.0,1.0
,Andorra,2020-03-26,224.0,3.0
,Andorra,2020-03-27,267.0,3.0
,Andorra,2020-03-28,308.0,3.0
,Andorra,2020-03-29,334.0,6.0
,Andorra,2020-03-30,370.0,8.0
,Andorra,2020-03-31,376.0,12.0
,Andorra,2020-04-01,390.0,14.0
,Andorra,2020-04-02,428.0,15.0
,Andorra,2020-04-03,439.0,16.0
,Andorra,2020-04-04,466.0,17.0
,Andorra,2020-04-05,501.0,18.0
,Andorra,2020-04-06,525.0,21.0
,Andorra,2020-04-07,545.0,22.0
,Andorra,2020-04-08,564.0,23.0
,Andorra,2020-04-09,583.0,25.0
,Andorra,2020-04-10,601.0,26.0
,Andorra,2020-04-11,601.0,26.0
,Andorra,2020-04-12,638.0,29.0
,Andorra,2020-04-13,646.0,29.0
,Andorra,2020-04-14,659.0,31.0
,Andorra,2020-04-15,673.0,33.0
,Andorra,2020-04-16,673.0,33.0
,Andorra,2020-04-17,696.0,35.0
,Andorra,2020-04-18,704.0,35.0
,Andorra,2020-04-19,713.0,36.0
,Andorra,2020-04-20,717.0,37.0
,Andorra,2020-04-21,717.0,37.0
,Andorra,2020-04-22,723.0,37.0
,Andorra,2020-04-23,723.0,37.0
,Andorra,2020-04-24,731.0,40.0
,Andorra,2020-04-25,738.0,40.0
,Andorra,2020-04-26,738.0,40.0
,Andorra,2020-04-27,743.0,40.0
,Andorra,2020-04-28,743.0,41.0
,Andorra,2020-04-29,743.0,42.0
,Andorra,2020-04-30,745.0,42.0
,Andorra,2020-05-01,745.0,43.0
,Andorra,2020-05-02,747.0,44.0
,Andorra,2020-05-03,748.0,45.0
,Andorra,2020-05-04,750.0,45.0
,Andorra,2020-05-05,751.0,46.0
,Angola,2020-01-22,0.0,0.0
,Angola,2020-01-23,0.0,0.0
,Angola,2020-01-24,0.0,0.0
,Angola,2020-01-25,0.0,0.0
,Angola,2020-01-26,0.0,0.0
,Angola,2020-01-27,0.0,0.0
,Angola,2020-01-28,0.0,0.0
,Angola,2020-01-29,0.0,0.0
,Angola,2020-01-30,0.0,0.0
,Angola,2020-01-31,0.0,0.0
,Angola,2020-02-01,0.0,0.0
,Angola,2020-02-02,0.0,0.0
,Angola,2020-02-03,0.0,0.0
,Angola,2020-02-04,0.0,0.0
,Angola,2020-02-05,0.0,0.0
,Angola,2020-02-06,0.0,0.0
,Angola,2020-02-07,0.0,0.0
,Angola,2020-02-08,0.0,0.0
,Angola,2020-02-09,0.0,0.0
,Angola,2020-02-10,0.0,0.0
,Angola,2020-02-11,0.0,0.0
,Angola,2020-02-12,0.0,0.0
,Angola,2020-02-13,0.0,0.0
,Angola,2020-02-14,0.0,0.0
,Angola,2020-02-15,0.0,0.0
,Angola,2020-02-16,0.0,0.0
,Angola,2020-02-17,0.0,0.0
,Angola,2020-02-18,0.0,0.0
,Angola,2020-02-19,0.0,0.0
,Angola,2020-02-20,0.0,0.0
,Angola,2020-02-21,0.0,0.0
,Angola,2020-02-22,0.0,0.0
,Angola,2020-02-23,0.0,0.0
,Angola,2020-02-24,0.0,0.0
,Angola,2020-02-25,0.0,0.0
,Angola,2020-02-26,0.0,0.0
,Angola,2020-02-27,0.0,0.0
,Angola,2020-02-28,0.0,0.0
,Angola,2020-02-29,0.0,0.0
,Angola,2020-03-01,0.0,0.0
,Angola,2020-03-02,0.0,0.0
,Angola,2020-03-03,0.0,0.0
,Angola,2020-03-04,0.0,0.0
,Angola,2020-03-05,0.0,0.0
,Angola,2020-03-06,0.0,0.0
,Angola,2020-03-07,0.0,0.0
,Angola,2020-03-08,0.0,0.0
,Angola,2020-03-09,0.0,0.0
,Angola,2020-03-10,0.0,0.0
,Angola,2020-03-11,0.0,0.0
,Angola,2020-03-12,0.0,0.0
,Angola,2020-03-13,0.0,0.0
,Angola,2020-03-14,0.0,0.0
,Angola,2020-03-15,0.0,0.0
,Angola,2020-03-16,0.0,0.0
,Angola,2020-03-17,0.0,0.0
,Angola,2020-03-18,0.0,0.0
,Angola,2020-03-19,0.0,0.0
,Angola,2020-03-20,1.0,0.0
,Angola,2020-03-21,2.0,0.0
,Angola,2020-03-22,2.0,0.0
,Angola,2020-03-23,3.0,0.0
,Angola,2020-03-24,3.0,0.0
,Angola,2020-03-25,3.0,0.0
,Angola,2020-03-26,4.0,0.0
,Angola,2020-03-27,4.0,0.0
,Angola,2020-03-28,5.0,0.0
,Angola,2020-03-29,7.0,2.0
,Angola,2020-03-30,7.0,2.0
,Angola,2020-03-31,7.0,2.0
,Angola,2020-04-01,8.0,2.0
,Angola,2020-04-02,8.0,2.0
,Angola,2020-04-03,8.0,2.0
,Angola,2020-04-04,10.0,2.0
,Angola,2020-04-05,14.0,2.0
,Angola,2020-04-06,16.0,2.0
,Angola,2020-04-07,17.0,2.0
,Angola,2020-04-08,19.0,2.0
,Angola,2020-04-09,19.0,2.0
,Angola,2020-04-10,19.0,2.0
,Angola,2020-04-11,19.0,2.0
,Angola,2020-04-12,19.0,2.0
,Angola,2020-04-13,19.0,2.0
,Angola,2020-04-14,19.0,2.0
,Angola,2020-04-15,19.0,2.0
,Angola,2020-04-16,19.0,2.0
,Angola,2020-04-17,19.0,2.0
,Angola,2020-04-18,24.0,2.0
,Angola,2020-04-19,24.0,2.0
,Angola,2020-04-20,24.0,2.0
,Angola,2020-04-21,24.0,2.0
,Angola,2020-04-22,25.0,2.0
,Angola,2020-04-23,25.0,2.0
,Angola,2020-04-24,25.0,2.0
,Angola,2020-04-25,25.0,2.0
,Angola,2020-04-26,26.0,2.0
,Angola,2020-04-27,27.0,2.0
,Angola,2020-04-28,27.0,2.0
,Angola,2020-04-29,27.0,2.0
,Angola,2020-04-30,27.0,2.0
,Angola,2020-05-01,30.0,2.0
,Angola,2020-05-02,35.0,2.0
,Angola,2020-05-03,35.0,2.0
,Angola,2020-05-04,35.0,2.0
,Angola,2020-05-05,36.0,2.0
,Antigua and Barbuda,2020-01-22,0.0,0.0
,Antigua and Barbuda,2020-01-23,0.0,0.0
,Antigua and Barbuda,2020-01-24,0.0,0.0
,Antigua and Barbuda,2020-01-25,0.0,0.0
,Antigua and Barbuda,2020-01-26,0.0,0.0
,Antigua and Barbuda,2020-01-27,0.0,0.0
,Antigua and Barbuda,2020-01-28,0.0,0.0
,Antigua and Barbuda,2020-01-29,0.0,0.0
,Antigua and Barbuda,2020-01-30,0.0,0.0
,Antigua and Barbuda,2020-01-31,0.0,0.0
,Antigua and Barbuda,2020-02-01,0.0,0.0
,Antigua and Barbuda,2020-02-02,0.0,0.0
,Antigua and Barbuda,2020-02-03,0.0,0.0
,Antigua and Barbuda,2020-02-04,0.0,0.0
,Antigua and Barbuda,2020-02-05,0.0,0.0
,Antigua and Barbuda,2020-02-06,0.0,0.0
,Antigua and Barbuda,2020-02-07,0.0,0.0
,Antigua and Barbuda,2020-02-08,0.0,0.0
,Antigua and Barbuda,2020-02-09,0.0,0.0
,Antigua and Barbuda,2020-02-10,0.0,0.0
,Antigua and Barbuda,2020-02-11,0.0,0.0
,Antigua and Barbuda,2020-02-12,0.0,0.0
,Antigua and Barbuda,2020-02-13,0.0,0.0
,Antigua and Barbuda,2020-02-14,0.0,0.0
,Antigua and Barbuda,2020-02-15,0.0,0.0
,Antigua and Barbuda,2020-02-16,0.0,0.0
,Antigua and Barbuda,2020-02-17,0.0,0.0
,Antigua and Barbuda,2020-02-18,0.0,0.0
,Antigua and Barbuda,2020-02-19,0.0,0.0
,Antigua and Barbuda,2020-02-20,0.0,0.0
,Antigua and Barbuda,2020-02-21,0.0,0.0
,Antigua and Barbuda,2020-02-22,0.0,0.0
,Antigua and Barbuda,2020-02-23,0.0,0.0
,Antigua and Barbuda,2020-02-24,0.0,0.0
,Antigua and Barbuda,2020-02-25,0.0,0.0
,Antigua and Barbuda,2020-02-26,0.0,0.0
,Antigua and Barbuda,2020-02-27,0.0,0.0
,Antigua and Barbuda,2020-02-28,0.0,0.0
,Antigua and Barbuda,2020-02-29,0.0,0.0
,Antigua and Barbuda,2020-03-01,0.0,0.0
,Antigua and Barbuda,2020-03-02,0.0,0.0
,Antigua and Barbuda,2020-03-03,0.0,0.0
,Antigua and Barbuda,2020-03-04,0.0,0.0
,Antigua and Barbuda,2020-03-05,0.0,0.0
,Antigua and Barbuda,2020-03-06,0.0,0.0
,Antigua and Barbuda,2020-03-07,0.0,0.0
,Antigua and Barbuda,2020-03-08,0.0,0.0
,Antigua and Barbuda,2020-03-09,0.0,0.0
,Antigua and Barbuda,2020-03-10,0.0,0.0
,Antigua and Barbuda,2020-03-11,0.0,0.0
,Antigua and Barbuda,2020-03-12,0.0,0.0
,Antigua and Barbuda,2020-03-13,1.0,0.0
,Antigua and Barbuda,2020-03-14,1.0,0.0
,Antigua and Barbuda,2020-03-15,1.0,0.0
,Antigua and Barbuda,2020-03-16,1.0,0.0
,Antigua and Barbuda,2020-03-17,1.0,0.0
,Antigua and Barbuda,2020-03-18,1.0,0.0
,Antigua and Barbuda,2020-03-19,1.0,0.0
,Antigua and Barbuda,2020-03-20,1.0,0.0
,Antigua and Barbuda,2020-03-21,1.0,0.0
,Antigua and Barbuda,2020-03-22,1.0,0.0
,Antigua and Barbuda,2020-03-23,3.0,0.0
,Antigua and Barbuda,2020-03-24,3.0,0.0
,Antigua and Barbuda,2020-03-25,3.0,0.0
,Antigua and Barbuda,2020-03-26,7.0,0.0
,Antigua and Barbuda,2020-03-27,7.0,0.0
,Antigua and Barbuda,2020-03-28,7.0,0.0
,Antigua and Barbuda,2020-03-29,7.0,0.0
,Antigua and Barbuda,2020-03-30,7.0,0.0
,Antigua and Barbuda,2020-03-31,7.0,0.0
,Antigua and Barbuda,2020-04-01,7.0,0.0
,Antigua and Barbuda,2020-04-02,9.0,0.0
,Antigua and Barbuda,2020-04-03,15.0,0.0
,Antigua and Barbuda,2020-04-04,15.0,0.0
,Antigua and Barbuda,2020-04-05,15.0,0.0
,Antigua and Barbuda,2020-04-06,15.0,0.0
,Antigua and Barbuda,2020-04-07,19.0,1.0
,Antigua and Barbuda,2020-04-08,19.0,2.0
,Antigua and Barbuda,2020-04-09,19.0,2.0
,Antigua and Barbuda,2020-04-10,19.0,2.0
,Antigua and Barbuda,2020-04-11,21.0,2.0
,Antigua and Barbuda,2020-04-12,21.0,2.0
,Antigua and Barbuda,2020-04-13,23.0,2.0
,Antigua and Barbuda,2020-04-14,23.0,2.0
,Antigua and Barbuda,2020-04-15,23.0,2.0
,Antigua and Barbuda,2020-04-16,23.0,3.0
,Antigua and Barbuda,2020-04-17,23.0,3.0
,Antigua and Barbuda,2020-04-18,23.0,3.0
,Antigua and Barbuda,2020-04-19,23.0,3.0
,Antigua and Barbuda,2020-04-20,23.0,3.0
,Antigua and Barbuda,2020-04-21,23.0,3.0
,Antigua and Barbuda,2020-04-22,24.0,3.0
,Antigua and Barbuda,2020-04-23,24.0,3.0
,Antigua and Barbuda,2020-04-24,24.0,3.0
,Antigua and Barbuda,2020-04-25,24.0,3.0
,Antigua and Barbuda,2020-04-26,24.0,3.0
,Antigua and Barbuda,2020-04-27,24.0,3.0
,Antigua and Barbuda,2020-04-28,24.0,3.0
,Antigua and Barbuda,2020-04-29,24.0,3.0
,Antigua and Barbuda,2020-04-30,24.0,3.0
,Antigua and Barbuda,2020-05-01,25.0,3.0
,Antigua and Barbuda,2020-05-02,25.0,3.0
,Antigua and Barbuda,2020-05-03,25.0,3.0
,Antigua and Barbuda,2020-05-04,25.0,3.0
,Antigua and Barbuda,2020-05-05,25.0,3.0
,Argentina,2020-01-22,0.0,0.0
